Date,Mine,Pit,Production_Tonnes,Target_Tonnes,Equipment_Availability_Pct,Equipment_Utilisation_Pct,Downtime_Hours,Production_Year,Production_Month,Month_Name,Production_Variance_Tonnes,Production_Shortfall_Tonnes,Production_Surplus_Tonnes,Target_Achievement_Pct,Production_Status,Production_Performance_Category,Availability_Status,Utilisation_Status,Downtime_Category,Equipment_Performance_Status,Possible_Production_Constraint,Production_Risk_Level
2025-03-04,Mankokobi Coal Mine,Central Pit,8239.4,8638.5,89.2,79.9,8.5,2025,3,Mar,-399.1,399.1,0,95.38,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-04,Mankokobi Coal Mine,North Pit,9158.7,8652.3,88.3,68.5,9.3,2025,3,Mar,506.4,0,506.4,105.85,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-03-04,Mankokobi Coal Mine,South Pit,7218.5,7160.2,89.5,82.3,4.5,2025,3,Mar,58.3,0,58.3,100.81,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-03-05,Mankokobi Coal Mine,Central Pit,6779.9,8001.5,84.1,86.4,4,2025,3,Mar,-1221.6,1221.6,0,84.73,Below Target,Critical Underperformance,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-03-05,Mankokobi Coal Mine,North Pit,8253,8648.2,90.2,76.7,10,2025,3,Mar,-395.2,395.2,0,95.43,Below Target,Slightly Below Target,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-05,Mankokobi Coal Mine,South Pit,5912.1,7380.3,85.1,77.1,10.5,2025,3,Mar,-1468.2,1468.2,0,80.11,Below Target,Critical Underperformance,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-06,Mankokobi Coal Mine,Central Pit,9194.2,8246.9,93.4,85.9,6.1,2025,3,Mar,947.3,0,947.3,111.49,Target Achieved,Target Achieved,Good Availability,Good Utilisation,Moderate Downtime,Effective,No Production Shortfall,Low Risk
2025-03-06,Mankokobi Coal Mine,North Pit,6596.7,8307.8,98,67.9,5.1,2025,3,Mar,-1711.1,1711.1,0,79.4,Below Target,Critical Underperformance,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,Low Equipment Utilisation,High Risk
2025-03-06,Mankokobi Coal Mine,South Pit,6697.9,7516.1,87.5,90.9,7.2,2025,3,Mar,-818.2,818.2,0,89.11,Below Target,Critical Underperformance,Moderate Availability,Good Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-03-07,Mankokobi Coal Mine,Central Pit,8085.6,7355.9,95.9,77.4,12.3,2025,3,Mar,729.7,0,729.7,109.92,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-03-07,Mankokobi Coal Mine,North Pit,8342.3,8994.2,86.9,73,3.9,2025,3,Mar,-651.9,651.9,0,92.75,Below Target,Underperforming,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-03-07,Mankokobi Coal Mine,South Pit,7744.2,7339.8,86.7,83,11.2,2025,3,Mar,404.4,0,404.4,105.51,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-08,Mankokobi Coal Mine,Central Pit,6865.6,7462.3,87.7,80.6,7.5,2025,3,Mar,-596.7,596.7,0,92,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-03-08,Mankokobi Coal Mine,North Pit,9418.3,8877.2,95.3,79.4,10.8,2025,3,Mar,541.1,0,541.1,106.1,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-08,Mankokobi Coal Mine,South Pit,6631.7,7196.5,80.1,78.9,6,2025,3,Mar,-564.8,564.8,0,92.15,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-09,Mankokobi Coal Mine,Central Pit,8112.7,7737.1,74.7,66.9,12,2025,3,Mar,375.6,0,375.6,104.85,Target Achieved,Target Achieved,Poor Availability,Poor Utilisation,High Downtime,Availability Constraint,No Production Shortfall,High Risk
2025-03-09,Mankokobi Coal Mine,North Pit,8210.1,8278.9,93.5,76.1,4.3,2025,3,Mar,-68.8,68.8,0,99.17,Below Target,Slightly Below Target,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-09,Mankokobi Coal Mine,South Pit,6944,7392.9,90.6,77.8,4.5,2025,3,Mar,-448.9,448.9,0,93.93,Below Target,Underperforming,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-10,Mankokobi Coal Mine,Central Pit,7404.4,7539.8,88.2,76.1,4.3,2025,3,Mar,-135.4,135.4,0,98.2,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-10,Mankokobi Coal Mine,North Pit,9136.3,8578.6,81.6,88.5,8.6,2025,3,Mar,557.7,0,557.7,106.5,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-10,Mankokobi Coal Mine,South Pit,7068,6748.4,86.5,90.6,10.8,2025,3,Mar,319.6,0,319.6,104.74,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-11,Mankokobi Coal Mine,Central Pit,8167,7982.9,84.4,82.9,10,2025,3,Mar,184.1,0,184.1,102.31,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-11,Mankokobi Coal Mine,North Pit,7638.1,8350.4,85.6,79.9,10,2025,3,Mar,-712.3,712.3,0,91.47,Below Target,Underperforming,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-11,Mankokobi Coal Mine,South Pit,7519.8,6949.2,94,78.8,11,2025,3,Mar,570.6,0,570.6,108.21,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-12,Mankokobi Coal Mine,Central Pit,8151,7471.1,85.1,82.3,8.1,2025,3,Mar,679.9,0,679.9,109.1,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-12,Mankokobi Coal Mine,North Pit,9610.6,9563.1,84.2,90.2,4.3,2025,3,Mar,47.5,0,47.5,100.5,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-03-12,Mankokobi Coal Mine,South Pit,8059.8,8038.2,90.4,78.3,5.4,2025,3,Mar,21.6,0,21.6,100.27,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-13,Mankokobi Coal Mine,Central Pit,6657.8,7731.6,96.7,69.4,12.5,2025,3,Mar,-1073.8,1073.8,0,86.11,Below Target,Critical Underperformance,Good Availability,Poor Utilisation,High Downtime,Available but Underutilised,Low Equipment Utilisation,High Risk
2025-03-13,Mankokobi Coal Mine,North Pit,8188.3,8351,89.2,85.6,10.1,2025,3,Mar,-162.7,162.7,0,98.05,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-13,Mankokobi Coal Mine,South Pit,7544,6490.2,98,77.3,11.5,2025,3,Mar,1053.8,0,1053.8,116.24,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-14,Mankokobi Coal Mine,Central Pit,8667.6,8212.6,81.1,87.6,4.8,2025,3,Mar,455,0,455,105.54,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-03-14,Mankokobi Coal Mine,North Pit,7217.3,8508.6,92.9,82.6,11.8,2025,3,Mar,-1291.3,1291.3,0,84.82,Below Target,Critical Underperformance,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-14,Mankokobi Coal Mine,South Pit,6932.4,7461,89.4,74.1,12.3,2025,3,Mar,-528.6,528.6,0,92.92,Below Target,Underperforming,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,Low Equipment Utilisation,High Risk
2025-03-15,Mankokobi Coal Mine,Central Pit,6826.9,8327.2,72.3,86,6.2,2025,3,Mar,-1500.3,1500.3,0,81.98,Below Target,Critical Underperformance,Poor Availability,Good Utilisation,Moderate Downtime,Availability Constraint,Low Equipment Availability,High Risk
2025-03-15,Mankokobi Coal Mine,North Pit,8604.1,8744.7,86.4,66.4,11.4,2025,3,Mar,-140.6,140.6,0,98.39,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,Low Equipment Utilisation,High Risk
2025-03-15,Mankokobi Coal Mine,South Pit,6481,7406.4,87.5,83.7,6.5,2025,3,Mar,-925.4,925.4,0,87.51,Below Target,Critical Underperformance,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-03-16,Mankokobi Coal Mine,Central Pit,7704.8,6977.1,89.4,76.2,5.8,2025,3,Mar,727.7,0,727.7,110.43,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-16,Mankokobi Coal Mine,North Pit,8667.7,8373.5,89.9,77.7,5.7,2025,3,Mar,294.2,0,294.2,103.51,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-16,Mankokobi Coal Mine,South Pit,7631.5,7939.4,92.7,75.6,3.9,2025,3,Mar,-307.9,307.9,0,96.12,Below Target,Slightly Below Target,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-17,Mankokobi Coal Mine,Central Pit,8222.7,8453,89.3,76.2,6,2025,3,Mar,-230.3,230.3,0,97.28,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-17,Mankokobi Coal Mine,North Pit,8876.3,8995.5,94.7,86.5,10.9,2025,3,Mar,-119.2,119.2,0,98.67,Below Target,Slightly Below Target,Good Availability,Good Utilisation,High Downtime,Effective,Non-Equipment Constraint,Medium Risk
2025-03-17,Mankokobi Coal Mine,South Pit,6473,7256,84.2,77.1,12,2025,3,Mar,-783,783,0,89.21,Below Target,Critical Underperformance,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-18,Mankokobi Coal Mine,Central Pit,7220.8,6977.4,98,71.9,3.9,2025,3,Mar,243.4,0,243.4,103.49,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-03-18,Mankokobi Coal Mine,North Pit,8745.4,8634.8,77,84.4,9.4,2025,3,Mar,110.6,0,110.6,101.28,Target Achieved,Target Achieved,Poor Availability,Moderate Utilisation,Moderate Downtime,Availability Constraint,No Production Shortfall,Medium Risk
2025-03-18,Mankokobi Coal Mine,South Pit,6896.8,7757.5,82.3,82.3,12.3,2025,3,Mar,-860.7,860.7,0,88.9,Below Target,Critical Underperformance,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,High Risk
2025-03-19,Mankokobi Coal Mine,Central Pit,8594.4,8380.8,90.7,79.1,8.1,2025,3,Mar,213.6,0,213.6,102.55,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-19,Mankokobi Coal Mine,North Pit,8485.4,8729.9,84.4,85.5,5.2,2025,3,Mar,-244.5,244.5,0,97.2,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-03-19,Mankokobi Coal Mine,South Pit,7669.8,7690.5,89.7,74.9,12,2025,3,Mar,-20.7,20.7,0,99.73,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-03-20,Mankokobi Coal Mine,Central Pit,7362.8,7607.4,89.6,85,10.6,2025,3,Mar,-244.6,244.6,0,96.78,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-20,Mankokobi Coal Mine,North Pit,8113.3,9122.7,94.5,82.5,7.1,2025,3,Mar,-1009.4,1009.4,0,88.94,Below Target,Critical Underperformance,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-03-20,Mankokobi Coal Mine,South Pit,8642.4,7999,90.5,76.3,6.5,2025,3,Mar,643.4,0,643.4,108.04,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-21,Mankokobi Coal Mine,Central Pit,7836.9,7902.1,88.7,76.8,6.5,2025,3,Mar,-65.2,65.2,0,99.17,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-21,Mankokobi Coal Mine,North Pit,9557.9,9096.6,91.1,83.1,7.5,2025,3,Mar,461.3,0,461.3,105.07,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-03-21,Mankokobi Coal Mine,South Pit,7460.3,6635.2,79,71.8,9.3,2025,3,Mar,825.1,0,825.1,112.44,Target Achieved,Target Achieved,Poor Availability,Poor Utilisation,Moderate Downtime,Availability Constraint,No Production Shortfall,Medium Risk
2025-03-22,Mankokobi Coal Mine,Central Pit,7534.2,6912.2,84.2,78.4,7.9,2025,3,Mar,622,0,622,109,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-22,Mankokobi Coal Mine,North Pit,8935.8,8301.9,80.7,89.5,9.2,2025,3,Mar,633.9,0,633.9,107.64,Target Achieved,Target Achieved,Moderate Availability,Good Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-22,Mankokobi Coal Mine,South Pit,7934.7,6583.6,79,85.2,11.1,2025,3,Mar,1351.1,0,1351.1,120.52,Target Achieved,Target Achieved,Poor Availability,Good Utilisation,High Downtime,Availability Constraint,No Production Shortfall,Medium Risk
2025-03-23,Mankokobi Coal Mine,Central Pit,7463.5,7619.2,86.5,66.1,6.2,2025,3,Mar,-155.7,155.7,0,97.96,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,High Risk
2025-03-23,Mankokobi Coal Mine,North Pit,9178.9,8925.9,91.2,76.2,11.9,2025,3,Mar,253,0,253,102.83,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-23,Mankokobi Coal Mine,South Pit,7880,7699.1,84.6,64.6,9.1,2025,3,Mar,180.9,0,180.9,102.35,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-03-24,Mankokobi Coal Mine,Central Pit,7613.2,7518.4,91,90.9,4.6,2025,3,Mar,94.8,0,94.8,101.26,Target Achieved,Target Achieved,Good Availability,Good Utilisation,Low Downtime,Effective,No Production Shortfall,Low Risk
2025-03-24,Mankokobi Coal Mine,North Pit,7919.5,8138.5,93.2,71.1,5.2,2025,3,Mar,-219,219,0,97.31,Below Target,Slightly Below Target,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-03-24,Mankokobi Coal Mine,South Pit,6765,6489.2,90.4,77.9,10.9,2025,3,Mar,275.8,0,275.8,104.25,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-25,Mankokobi Coal Mine,Central Pit,7432.7,8000.1,88.2,73.1,9.1,2025,3,Mar,-567.4,567.4,0,92.91,Below Target,Underperforming,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-03-25,Mankokobi Coal Mine,North Pit,8357.1,8333.4,88.4,81.3,9,2025,3,Mar,23.7,0,23.7,100.28,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-25,Mankokobi Coal Mine,South Pit,8232.2,7785.2,86.3,76.1,5.7,2025,3,Mar,447,0,447,105.74,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-26,Mankokobi Coal Mine,Central Pit,7064.6,8090.9,83.7,93.6,5.1,2025,3,Mar,-1026.3,1026.3,0,87.32,Below Target,Critical Underperformance,Moderate Availability,Good Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-03-26,Mankokobi Coal Mine,North Pit,9166.5,8268.3,92.9,75.9,9.6,2025,3,Mar,898.2,0,898.2,110.86,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-26,Mankokobi Coal Mine,South Pit,7388.6,7542.4,90.3,76.7,3.8,2025,3,Mar,-153.8,153.8,0,97.96,Below Target,Slightly Below Target,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-27,Mankokobi Coal Mine,Central Pit,9121.4,7936.7,98,72.4,7.5,2025,3,Mar,1184.7,0,1184.7,114.93,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-03-27,Mankokobi Coal Mine,North Pit,9384.1,9186.8,96.9,67.2,7.1,2025,3,Mar,197.3,0,197.3,102.15,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,No Production Shortfall,High Risk
2025-03-27,Mankokobi Coal Mine,South Pit,7282.7,7704.8,94.1,80.1,8.8,2025,3,Mar,-422.1,422.1,0,94.52,Below Target,Underperforming,Good Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-28,Mankokobi Coal Mine,Central Pit,7640.4,7701.9,86.9,72.7,10.8,2025,3,Mar,-61.5,61.5,0,99.2,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-03-28,Mankokobi Coal Mine,North Pit,7551.5,8429.8,86.9,73.9,5.6,2025,3,Mar,-878.3,878.3,0,89.58,Below Target,Critical Underperformance,Moderate Availability,Poor Utilisation,Low Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-03-28,Mankokobi Coal Mine,South Pit,7789.8,7354.5,79.4,80.3,10.3,2025,3,Mar,435.3,0,435.3,105.92,Target Achieved,Target Achieved,Poor Availability,Moderate Utilisation,High Downtime,Availability Constraint,No Production Shortfall,Medium Risk
2025-03-29,Mankokobi Coal Mine,Central Pit,7619.8,7646.3,87.7,81.9,5.2,2025,3,Mar,-26.5,26.5,0,99.65,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Low Risk
2025-03-29,Mankokobi Coal Mine,North Pit,9363,8055.3,81.2,82.9,10.2,2025,3,Mar,1307.7,0,1307.7,116.23,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-29,Mankokobi Coal Mine,South Pit,6776.1,6776.4,91.5,71.6,7.7,2025,3,Mar,-0.3,0.3,0,100,Below Target,Slightly Below Target,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-03-30,Mankokobi Coal Mine,Central Pit,8152.4,7727.5,80.3,78.5,11.2,2025,3,Mar,424.9,0,424.9,105.5,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-03-30,Mankokobi Coal Mine,North Pit,8686,8262.2,94.8,85.6,11.9,2025,3,Mar,423.8,0,423.8,105.13,Target Achieved,Target Achieved,Good Availability,Good Utilisation,High Downtime,Effective,No Production Shortfall,Medium Risk
2025-03-30,Mankokobi Coal Mine,South Pit,8032.2,8340.6,90.2,79.3,4.7,2025,3,Mar,-308.4,308.4,0,96.3,Below Target,Slightly Below Target,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-03-31,Mankokobi Coal Mine,Central Pit,5645.8,7112.3,90.8,70.3,9,2025,3,Mar,-1466.5,1466.5,0,79.38,Below Target,Critical Underperformance,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-03-31,Mankokobi Coal Mine,North Pit,8054.8,8847.9,91.2,70.5,6.8,2025,3,Mar,-793.1,793.1,0,91.04,Below Target,Underperforming,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-03-31,Mankokobi Coal Mine,South Pit,7562,7640.1,88.2,79.8,11.3,2025,3,Mar,-78.1,78.1,0,98.98,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-04-01,Mankokobi Coal Mine,Central Pit,8006,8248.6,91.3,74.5,7.2,2025,4,Apr,-242.6,242.6,0,97.06,Below Target,Slightly Below Target,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,Low Equipment Utilisation,Medium Risk
2025-04-01,Mankokobi Coal Mine,North Pit,8326.2,8648.7,87.5,84.4,11.4,2025,4,Apr,-322.5,322.5,0,96.27,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-04-01,Mankokobi Coal Mine,South Pit,7386.9,7498.5,83.1,78.2,9.4,2025,4,Apr,-111.6,111.6,0,98.51,Below Target,Slightly Below Target,Moderate Availability,Moderate Utilisation,Moderate Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-04-02,Mankokobi Coal Mine,Central Pit,7636.1,7984.9,80.8,70.5,6.9,2025,4,Apr,-348.8,348.8,0,95.63,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-04-02,Mankokobi Coal Mine,North Pit,8189.3,8503.6,89.1,95,10.5,2025,4,Apr,-314.3,314.3,0,96.3,Below Target,Slightly Below Target,Moderate Availability,Good Utilisation,High Downtime,Needs Investigation,Further Investigation Required,Medium Risk
2025-04-02,Mankokobi Coal Mine,South Pit,6965.7,7484.9,88.3,65.4,8.2,2025,4,Apr,-519.2,519.2,0,93.06,Below Target,Underperforming,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,High Risk
2025-04-03,Mankokobi Coal Mine,Central Pit,7416.4,7523.2,90.3,73.2,12.6,2025,4,Apr,-106.8,106.8,0,98.58,Below Target,Slightly Below Target,Good Availability,Poor Utilisation,High Downtime,Available but Underutilised,Low Equipment Utilisation,High Risk
2025-04-03,Mankokobi Coal Mine,North Pit,8527.2,8166,87.2,69.5,9.2,2025,4,Apr,361.2,0,361.2,104.42,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-04-03,Mankokobi Coal Mine,South Pit,7027,7315.1,86.1,73.7,9.8,2025,4,Apr,-288.1,288.1,0,96.06,Below Target,Slightly Below Target,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-04-04,Mankokobi Coal Mine,Central Pit,6590.4,6772.9,93.1,68.4,6.9,2025,4,Apr,-182.5,182.5,0,97.31,Below Target,Slightly Below Target,Good Availability,Poor Utilisation,Moderate Downtime,Available but Underutilised,Low Equipment Utilisation,High Risk
2025-04-04,Mankokobi Coal Mine,North Pit,9221.9,8617,84,67.3,9.2,2025,4,Apr,604.9,0,604.9,107.02,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,Moderate Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-04-04,Mankokobi Coal Mine,South Pit,8271.2,7815.3,86.3,84.2,3.7,2025,4,Apr,455.9,0,455.9,105.83,Target Achieved,Target Achieved,Moderate Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Low Risk
2025-04-05,Mankokobi Coal Mine,Central Pit,8852.7,7509.5,87.8,64.3,11.2,2025,4,Apr,1343.2,0,1343.2,117.89,Target Achieved,Target Achieved,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,No Production Shortfall,High Risk
2025-04-05,Mankokobi Coal Mine,North Pit,8456.1,8336.8,73.7,74.2,10.3,2025,4,Apr,119.3,0,119.3,101.43,Target Achieved,Target Achieved,Poor Availability,Poor Utilisation,High Downtime,Availability Constraint,No Production Shortfall,High Risk
2025-04-05,Mankokobi Coal Mine,South Pit,6543.5,7231.4,82.9,74.9,10.2,2025,4,Apr,-687.9,687.9,0,90.49,Below Target,Underperforming,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-04-06,Mankokobi Coal Mine,Central Pit,8909.1,7662.6,93.7,73.8,5.9,2025,4,Apr,1246.5,0,1246.5,116.27,Target Achieved,Target Achieved,Good Availability,Poor Utilisation,Low Downtime,Available but Underutilised,No Production Shortfall,Medium Risk
2025-04-06,Mankokobi Coal Mine,North Pit,5860.5,7520.8,85.6,71.9,10.7,2025,4,Apr,-1660.3,1660.3,0,77.92,Below Target,Critical Underperformance,Moderate Availability,Poor Utilisation,High Downtime,Needs Investigation,Low Equipment Utilisation,Medium Risk
2025-04-06,Mankokobi Coal Mine,South Pit,7963.3,7202.1,93.1,87.9,11.7,2025,4,Apr,761.2,0,761.2,110.57,Target Achieved,Target Achieved,Good Availability,Good Utilisation,High Downtime,Effective,No Production Shortfall,Medium Risk
2025-04-07,Mankokobi Coal Mine,Central Pit,8063.9,8020,97.5,76.4,4.4,2025,4,Apr,43.9,0,43.9,100.55,Target Achieved,Target Achieved,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,No Production Shortfall,Medium Risk
2025-04-07,Mankokobi Coal Mine,North Pit,8547.8,9222.9,96.6,78.2,5,2025,4,Apr,-675.1,675.1,0,92.68,Below Target,Underperforming,Good Availability,Moderate Utilisation,Low Downtime,Needs Investigation,Further Investigation Required,Medium Risk
